SKU;Tamanho Pedido;Loja;Data da Venda;Marca;Preco
HL1024;5;Rio de Janeiro;12/03/2012;Acer;R$ 2.400,00
HL1007;3;Belo Horizonte;12/03/2012;Dell;R$ 2.300,00
HL1015;2;Sao Paulo;12/03/2012;Sony;R$ 700,00
HL1007;5;Rio de Janeiro;13/03/2012;Dell;R$ 2.300,00
HL1007;5;Fortaleza;13/03/2012;Dell;R$ 2.300,00
HL1008;4;Salvador;13/03/2012;Philco;R$ 2.000,00
HL1024;1;Fortaleza;13/03/2012;Acer;R$ 2.400,00
HL1008;3;Salvador;13/03/2012;Philco;R$ 2.000,00
HL1015;2;Sao Paulo;13/03/2012;Sony;R$ 700,00
HL1024;4;Belo Horizonte;13/03/2012;Acer;R$ 2.400,00
HL1002;3;Sao Paulo;13/03/2012;Apple;R$ 2.500,00
HL1012;3;Sao Paulo;13/03/2012;Dell;R$ 5.500,00
HL1018;4;Porto Alegre;13/03/2012;Xiaomi;R$ 1.200,00
HL1013;2;Salvador;14/03/2012;Nikon;R$ 1.550,00
HL1005;2;Guarulhos;14/03/2012;Canon;R$ 1.500,00
HL1005;4;Sao Paulo;14/03/2012;Canon;R$ 1.500,00
HL1009;3;Fortaleza;14/03/2012;Motorola;R$ 1.400,00
HL1005;5;Nova Iguacu;14/03/2012;Canon;R$ 1.500,00
HL1005;4;Nova Iguacu;14/03/2012;Canon;R$ 1.500,00
HL1015;3;Salvador;14/03/2012;Sony;R$ 700,00
HL1012;1;Sao Paulo;14/03/2012;Dell;R$ 5.500,00
HL1009;4;Sao Paulo;14/03/2012;Motorola;R$ 1.400,00
HL1015;5;Porto Alegre;14/03/2012;Sony;R$ 700,00
HL1005;3;Recife;14/03/2012;Canon;R$ 1.500,00
HL1019;1;Porto Alegre;15/03/2012;Apple;R$ 6.500,00
HL1012;3;Goiania;15/03/2012;Dell;R$ 5.500,00
HL1005;1;Rio de Janeiro;15/03/2012;Canon;R$ 1.500,00
HL1015;1;Niteroi;15/03/2012;Sony;R$ 700,00
HL1015;2;Fortaleza;15/03/2012;Sony;R$ 700,00
HL1013;5;Sao Paulo;16/03/2012;Nikon;R$ 1.550,00
HL1008;2;Niteroi;16/03/2012;Philco;R$ 2.000,00
HL1018;5;Curitiba;16/03/2012;Xiaomi;R$ 1.200,00
HL1008;2;Guarulhos;16/03/2012;Philco;R$ 2.000,00
HL1018;3;Fortaleza;16/03/2012;Xiaomi;R$ 1.200,00
HL1019;5;Belo Horizonte;16/03/2012;Apple;R$ 6.500,00
HL1024;1;Fortaleza;16/03/2012;Acer;R$ 2.400,00
HL1005;5;Salvador;16/03/2012;Canon;R$ 1.500,00
HL1007;4;Belo Horizonte;16/03/2012;Dell;R$ 2.300,00
HL1005;3;Sao Paulo;16/03/2012;Canon;R$ 1.500,00
HL1012;5;Curitiba;16/03/2012;Dell;R$ 5.500,00
HL1015;3;Recife;16/03/2012;Sony;R$ 700,00
HL1015;1;Rio de Janeiro;17/03/2012;Sony;R$ 700,00
HL1005;4;Sao Paulo;17/03/2012;Canon;R$ 1.500,00
HL1013;1;Porto Alegre;17/03/2012;Nikon;R$ 1.550,00
HL1020;2;Rio de Janeiro;17/03/2012;Motorola;R$ 1.500,00
HL1019;2;Porto Alegre;17/03/2012;Apple;R$ 6.500,00
HL1024;4;Rio de Janeiro;17/03/2012;Acer;R$ 2.400,00
HL1015;3;Porto Alegre;17/03/2012;Sony;R$ 700,00
HL1019;4;Guarulhos;17/03/2012;Apple;R$ 6.500,00
HL1005;5;Rio de Janeiro;18/03/2012;Canon;R$ 1.500,00
HL1019;4;Campinas;18/03/2012;Apple;R$ 6.500,00
HL1005;5;Salvador;18/03/2012;Canon;R$ 1.500,00
HL1010;2;Goiania;18/03/2012;Apple;R$ 1.900,00
HL1007;1;Goiania;18/03/2012;Dell;R$ 2.300,00
HL1018;2;Fortaleza;18/03/2012;Xiaomi;R$ 1.200,00
HL1020;5;Rio de Janeiro;18/03/2012;Motorola;R$ 1.500,00
HL1010;5;Rio de Janeiro;18/03/2012;Apple;R$ 1.900,00
HL1007;5;Goiania;18/03/2012;Dell;R$ 2.300,00
HL1008;3;Rio de Janeiro;19/03/2012;Philco;R$ 2.000,00
HL1007;1;Rio de Janeiro;19/03/2012;Dell;R$ 2.300,00
HL1007;3;Sao Paulo;19/03/2012;Dell;R$ 2.300,00
HL1024;4;Curitiba;19/03/2012;Acer;R$ 2.400,00
HL1008;3;Rio de Janeiro;19/03/2012;Philco;R$ 2.000,00
HL1024;4;Recife;19/03/2012;Acer;R$ 2.400,00
HL1009;3;Niteroi;19/03/2012;Motorola;R$ 1.400,00
HL1015;5;Belo Horizonte;19/03/2012;Sony;R$ 700,00
HL1005;2;Sao Paulo;20/03/2012;Canon;R$ 1.500,00
HL1019;1;Fortaleza;20/03/2012;Apple;R$ 6.500,00
HL1005;2;Salvador;20/03/2012;Canon;R$ 1.500,00
HL1008;2;Sao Paulo;20/03/2012;Philco;R$ 2.000,00
HL1008;1;Campinas;20/03/2012;Philco;R$ 2.000,00
HL1008;5;Belo Horizonte;21/03/2012;Philco;R$ 2.000,00
HL1005;4;Goiania;21/03/2012;Canon;R$ 1.500,00
HL1005;4;Porto Alegre;21/03/2012;Canon;R$ 1.500,00
HL1020;4;Goiania;21/03/2012;Motorola;R$ 1.500,00
HL1013;2;Porto Alegre;22/03/2012;Nikon;R$ 1.550,00
HL1008;2;Salvador;22/03/2012;Philco;R$ 2.000,00
HL1005;4;Curitiba;22/03/2012;Canon;R$ 1.500,00
HL1015;3;Sao Paulo;22/03/2012;Sony;R$ 700,00
HL1008;3;Salvador;22/03/2012;Philco;R$ 2.000,00
HL1018;1;Salvador;22/03/2012;Xiaomi;R$ 1.200,00
HL1010;5;Recife;22/03/2012;Apple;R$ 1.900,00
HL1012;4;Fortaleza;23/03/2012;Dell;R$ 5.500,00
HL1015;1;Campinas;23/03/2012;Sony;R$ 700,00
HL1005;3;Guarulhos;23/03/2012;Canon;R$ 1.500,00
HL1018;5;Sao Paulo;23/03/2012;Xiaomi;R$ 1.200,00
HL1005;1;Sao Paulo;23/03/2012;Canon;R$ 1.500,00
HL1007;5;Recife;23/03/2012;Dell;R$ 2.300,00
HL1009;1;Recife;23/03/2012;Motorola;R$ 1.400,00
HL1002;1;Rio de Janeiro;23/03/2012;Apple;R$ 2.500,00
HL1005;1;Recife;24/03/2012;Canon;R$ 1.500,00
HL1024;1;Fortaleza;24/03/2012;Acer;R$ 2.400,00
HL1005;5;Sao Paulo;24/03/2012;Canon;R$ 1.500,00
HL1005;1;Sao Paulo;24/03/2012;Canon;R$ 1.500,00
HL1013;1;Guarulhos;24/03/2012;Nikon;R$ 1.550,00
HL1012;1;Nova Iguacu;24/03/2012;Dell;R$ 5.500,00
HL1019;2;Rio de Janeiro;25/03/2012;Apple;R$ 6.500,00
HL1002;2;Curitiba;25/03/2012;Apple;R$ 2.500,00
HL1005;4;Belo Horizonte;25/03/2012;Canon;R$ 1.500,00
HL1002;4;Recife;25/03/2012;Apple;R$ 2.500,00
HL1009;5;Sao Paulo;25/03/2012;Motorola;R$ 1.400,00
HL1009;3;Sao Paulo;25/03/2012;Motorola;R$ 1.400,00
HL1015;5;Recife;25/03/2012;Sony;R$ 700,00
HL1018;4;Sao Paulo;26/03/2012;Xiaomi;R$ 1.200,00
HL1015;3;Curitiba;26/03/2012;Sony;R$ 700,00
HL1009;1;Belo Horizonte;26/03/2012;Motorola;R$ 1.400,00
HL1007;2;Salvador;27/03/2012;Dell;R$ 2.300,00
HL1018;3;Nova Iguacu;27/03/2012;Xiaomi;R$ 1.200,00
HL1009;5;Sao Paulo;27/03/2012;Motorola;R$ 1.400,00
HL1019;5;Salvador;27/03/2012;Apple;R$ 6.500,00
HL1015;2;Rio de Janeiro;27/03/2012;Sony;R$ 700,00
HL1002;2;Recife;28/03/2012;Apple;R$ 2.500,00
HL1020;5;Sao Paulo;28/03/2012;Motorola;R$ 1.500,00
HL1018;4;Sao Paulo;28/03/2012;Xiaomi;R$ 1.200,00
HL1009;5;Rio de Janeiro;28/03/2012;Motorola;R$ 1.400,00
HL1009;3;Rio de Janeiro;28/03/2012;Motorola;R$ 1.400,00
HL1015;4;Campinas;28/03/2012;Sony;R$ 700,00
HL1010;3;Nova Iguacu;28/03/2012;Apple;R$ 1.900,00
HL1005;5;Salvador;28/03/2012;Canon;R$ 1.500,00
HL1018;4;Belo Horizonte;29/03/2012;Xiaomi;R$ 1.200,00
HL1009;5;Guarulhos;29/03/2012;Motorola;R$ 1.400,00
HL1018;3;Guarulhos;29/03/2012;Xiaomi;R$ 1.200,00
HL1015;2;Rio de Janeiro;29/03/2012;Sony;R$ 700,00
HL1024;4;Rio de Janeiro;30/03/2012;Acer;R$ 2.400,00
HL1007;5;Recife;30/03/2012;Dell;R$ 2.300,00
HL1005;4;Guarulhos;30/03/2012;Canon;R$ 1.500,00
HL1010;2;Sao Paulo;30/03/2012;Apple;R$ 1.900,00
HL1008;2;Recife;30/03/2012;Philco;R$ 2.000,00
HL1018;2;Salvador;30/03/2012;Xiaomi;R$ 1.200,00
HL1009;1;Sao Paulo;30/03/2012;Motorola;R$ 1.400,00
HL1008;2;Guarulhos;30/03/2012;Philco;R$ 2.000,00
HL1002;3;Niteroi;30/03/2012;Apple;R$ 2.500,00
HL1015;1;Rio de Janeiro;31/03/2012;Sony;R$ 700,00
HL1013;2;Salvador;31/03/2012;Nikon;R$ 1.550,00
HL1007;4;Belo Horizonte;31/03/2012;Dell;R$ 2.300,00
HL1018;4;Sao Paulo;31/03/2012;Xiaomi;R$ 1.200,00
HL1024;3;Belo Horizonte;01/04/2012;Acer;R$ 2.400,00
HL1005;3;Belo Horizonte;01/04/2012;Canon;R$ 1.500,00
HL1002;5;Nova Iguacu;01/04/2012;Apple;R$ 2.500,00
HL1012;1;Belo Horizonte;01/04/2012;Dell;R$ 5.500,00
HL1020;2;Salvador;01/04/2012;Motorola;R$ 1.500,00
HL1013;3;Rio de Janeiro;01/04/2012;Nikon;R$ 1.550,00
HL1009;2;Belo Horizonte;01/04/2012;Motorola;R$ 1.400,00
HL1015;3;Rio de Janeiro;01/04/2012;Sony;R$ 700,00
HL1018;4;Salvador;01/04/2012;Xiaomi;R$ 1.200,00
HL1005;5;Sao Paulo;01/04/2012;Canon;R$ 1.500,00
HL1009;3;Salvador;01/04/2012;Motorola;R$ 1.400,00
HL1015;2;Guarulhos;02/04/2012;Sony;R$ 700,00
HL1008;4;Sao Paulo;02/04/2012;Philco;R$ 2.000,00
HL1013;2;Curitiba;02/04/2012;Nikon;R$ 1.550,00
HL1024;2;Belo Horizonte;02/04/2012;Acer;R$ 2.400,00
HL1015;2;Salvador;02/04/2012;Sony;R$ 700,00
HL1005;1;Fortaleza;02/04/2012;Canon;R$ 1.500,00
HL1019;5;Sao Paulo;02/04/2012;Apple;R$ 6.500,00
HL1002;4;Goiania;02/04/2012;Apple;R$ 2.500,00
HL1007;4;Salvador;02/04/2012;Dell;R$ 2.300,00
HL1002;4;Sao Paulo;02/04/2012;Apple;R$ 2.500,00
HL1024;5;Porto Alegre;03/04/2012;Acer;R$ 2.400,00
HL1007;2;Porto Alegre;03/04/2012;Dell;R$ 2.300,00
HL1019;4;Fortaleza;03/04/2012;Apple;R$ 6.500,00
HL1008;2;Fortaleza;03/04/2012;Philco;R$ 2.000,00
HL1015;3;Belo Horizonte;03/04/2012;Sony;R$ 700,00
HL1019;4;Nova Iguacu;03/04/2012;Apple;R$ 6.500,00
HL1015;3;Porto Alegre;03/04/2012;Sony;R$ 700,00
HL1002;4;Rio de Janeiro;03/04/2012;Apple;R$ 2.500,00
HL1015;2;Fortaleza;04/04/2012;Sony;R$ 700,00
HL1007;3;Rio de Janeiro;04/04/2012;Dell;R$ 2.300,00
HL1015;4;Porto Alegre;04/04/2012;Sony;R$ 700,00
HL1007;1;Recife;04/04/2012;Dell;R$ 2.300,00
HL1013;2;Fortaleza;04/04/2012;Nikon;R$ 1.550,00
HL1015;3;Salvador;04/04/2012;Sony;R$ 700,00
HL1004;3;Curitiba;04/04/2012;Apple;R$ 1.750,00
HL1004;2;Recife;04/04/2012;Apple;R$ 1.750,00
HL1024;4;Fortaleza;04/04/2012;Acer;R$ 2.400,00
HL1009;2;Sao Paulo;05/04/2012;Motorola;R$ 1.400,00
HL1007;2;Sao Paulo;05/04/2012;Dell;R$ 2.300,00
HL1013;4;Salvador;05/04/2012;Nikon;R$ 1.550,00
HL1005;5;Sao Paulo;05/04/2012;Canon;R$ 1.500,00
HL1019;4;Sao Paulo;05/04/2012;Apple;R$ 6.500,00
HL1002;4;Salvador;05/04/2012;Apple;R$ 2.500,00
HL1019;4;Recife;05/04/2012;Apple;R$ 6.500,00
HL1005;3;Fortaleza;06/04/2012;Canon;R$ 1.500,00
HL1015;3;Belo Horizonte;06/04/2012;Sony;R$ 700,00
HL1008;4;Curitiba;06/04/2012;Philco;R$ 2.000,00
HL1009;3;Campinas;06/04/2012;Motorola;R$ 1.400,00
HL1015;5;Fortaleza;06/04/2012;Sony;R$ 700,00
HL1012;1;Fortaleza;07/04/2012;Dell;R$ 5.500,00
HL1004;4;Sao Paulo;07/04/2012;Apple;R$ 1.750,00
HL1015;1;Salvador;07/04/2012;Sony;R$ 700,00
HL1015;3;Fortaleza;07/04/2012;Sony;R$ 700,00
HL1005;1;Sao Paulo;07/04/2012;Canon;R$ 1.500,00
HL1008;4;Recife;07/04/2012;Philco;R$ 2.000,00
HL1009;4;Sao Paulo;07/04/2012;Motorola;R$ 1.400,00
HL1018;5;Belo Horizonte;07/04/2012;Xiaomi;R$ 1.200,00
HL1005;5;Recife;08/04/2012;Canon;R$ 1.500,00
HL1024;4;Recife;08/04/2012;Acer;R$ 2.400,00
HL1008;4;Curitiba;08/04/2012;Philco;R$ 2.000,00
HL1015;4;Salvador;08/04/2012;Sony;R$ 700,00
HL1024;2;Sao Paulo;08/04/2012;Acer;R$ 2.400,00
HL1024;2;Rio de Janeiro;08/04/2012;Acer;R$ 2.400,00
HL1018;3;Porto Alegre;08/04/2012;Xiaomi;R$ 1.200,00
HL1015;4;Recife;08/04/2012;Sony;R$ 700,00
HL1013;2;Sao Paulo;08/04/2012;Nikon;R$ 1.550,00
HL1002;5;Sao Paulo;08/04/2012;Apple;R$ 2.500,00
HL1018;3;Belo Horizonte;08/04/2012;Xiaomi;R$ 1.200,00
HL1007;1;Fortaleza;09/04/2012;Dell;R$ 2.300,00
HL1020;3;Recife;09/04/2012;Motorola;R$ 1.500,00
HL1019;1;Goiania;09/04/2012;Apple;R$ 6.500,00
HL1008;5;Belo Horizonte;09/04/2012;Philco;R$ 2.000,00
HL1024;4;Recife;09/04/2012;Acer;R$ 2.400,00
HL1015;2;Goiania;09/04/2012;Sony;R$ 700,00
HL1002;5;Rio de Janeiro;09/04/2012;Apple;R$ 2.500,00
HL1012;5;Recife;09/04/2012;Dell;R$ 5.500,00
HL1018;2;Porto Alegre;09/04/2012;Xiaomi;R$ 1.200,00
HL1012;5;Rio de Janeiro;09/04/2012;Dell;R$ 5.500,00
HL1015;3;Salvador;09/04/2012;Sony;R$ 700,00
HL1008;5;Sao Paulo;09/04/2012;Philco;R$ 2.000,00
HL1009;2;Curitiba;10/04/2012;Motorola;R$ 1.400,00
HL1018;2;Belo Horizonte;10/04/2012;Xiaomi;R$ 1.200,00
HL1007;1;Recife;10/04/2012;Dell;R$ 2.300,00
HL1007;3;Sao Paulo;10/04/2012;Dell;R$ 2.300,00
HL1015;2;Campinas;10/04/2012;Sony;R$ 700,00
HL1018;3;Niteroi;10/04/2012;Xiaomi;R$ 1.200,00
HL1019;2;Sao Paulo;11/04/2012;Apple;R$ 6.500,00
HL1008;1;Recife;11/04/2012;Philco;R$ 2.000,00
HL1009;1;Curitiba;11/04/2012;Motorola;R$ 1.400,00
HL1005;4;Sao Paulo;11/04/2012;Canon;R$ 1.500,00
HL1015;3;Recife;11/04/2012;Sony;R$ 700,00
HL1010;4;Sao Paulo;11/04/2012;Apple;R$ 1.900,00
HL1009;1;Sao Paulo;11/04/2012;Motorola;R$ 1.400,00
HL1020;3;Belo Horizonte;11/04/2012;Motorola;R$ 1.500,00
HL1015;3;Salvador;11/04/2012;Sony;R$ 700,00
HL1018;3;Curitiba;12/04/2012;Xiaomi;R$ 1.200,00
HL1012;1;Recife;12/04/2012;Dell;R$ 5.500,00
HL1019;1;Sao Paulo;12/04/2012;Apple;R$ 6.500,00
HL1005;5;Belo Horizonte;12/04/2012;Canon;R$ 1.500,00
HL1005;3;Salvador;12/04/2012;Canon;R$ 1.500,00
HL1005;4;Fortaleza;13/04/2012;Canon;R$ 1.500,00
HL1007;4;Sao Paulo;13/04/2012;Dell;R$ 2.300,00
HL1007;1;Sao Paulo;13/04/2012;Dell;R$ 2.300,00
HL1002;5;Belo Horizonte;13/04/2012;Apple;R$ 2.500,00
HL1009;3;Goiania;13/04/2012;Motorola;R$ 1.400,00
HL1020;4;Sao Paulo;13/04/2012;Motorola;R$ 1.500,00
HL1007;4;Salvador;13/04/2012;Dell;R$ 2.300,00
HL1015;1;Porto Alegre;13/04/2012;Sony;R$ 700,00
HL1008;1;Sao Paulo;13/04/2012;Philco;R$ 2.000,00
HL1020;2;Belo Horizonte;13/04/2012;Motorola;R$ 1.500,00
HL1009;4;Rio de Janeiro;13/04/2012;Motorola;R$ 1.400,00
HL1012;5;Guarulhos;13/04/2012;Dell;R$ 5.500,00
HL1005;3;Goiania;13/04/2012;Canon;R$ 1.500,00
HL1015;3;Recife;14/04/2012;Sony;R$ 700,00
HL1009;5;Recife;14/04/2012;Motorola;R$ 1.400,00
HL1015;2;Fortaleza;14/04/2012;Sony;R$ 700,00
HL1005;5;Guarulhos;14/04/2012;Canon;R$ 1.500,00
HL1012;5;Guarulhos;15/04/2012;Dell;R$ 5.500,00
HL1012;5;Sao Paulo;15/04/2012;Dell;R$ 5.500,00
HL1008;5;Sao Paulo;15/04/2012;Philco;R$ 2.000,00
HL1007;3;Belo Horizonte;15/04/2012;Dell;R$ 2.300,00
HL1005;2;Fortaleza;15/04/2012;Canon;R$ 1.500,00
HL1009;4;Sao Paulo;15/04/2012;Motorola;R$ 1.400,00
HL1005;4;Goiania;15/04/2012;Canon;R$ 1.500,00
HL1009;5;Salvador;15/04/2012;Motorola;R$ 1.400,00
HL1024;2;Guarulhos;15/04/2012;Acer;R$ 2.400,00
HL1009;4;Porto Alegre;15/04/2012;Motorola;R$ 1.400,00
HL1019;3;Campinas;15/04/2012;Apple;R$ 6.500,00
HL1007;4;Rio de Janeiro;15/04/2012;Dell;R$ 2.300,00
HL1005;5;Rio de Janeiro;16/04/2012;Canon;R$ 1.500,00
HL1002;5;Recife;16/04/2012;Apple;R$ 2.500,00
HL1008;5;Rio de Janeiro;16/04/2012;Philco;R$ 2.000,00
HL1008;1;Curitiba;16/04/2012;Philco;R$ 2.000,00
HL1015;5;Sao Paulo;16/04/2012;Sony;R$ 700,00
HL1015;3;Sao Paulo;16/04/2012;Sony;R$ 700,00
HL1005;2;Niteroi;17/04/2012;Canon;R$ 1.500,00
HL1008;5;Porto Alegre;17/04/2012;Philco;R$ 2.000,00
HL1008;2;Curitiba;17/04/2012;Philco;R$ 2.000,00
HL1013;4;Guarulhos;17/04/2012;Nikon;R$ 1.550,00
HL1005;4;Niteroi;17/04/2012;Canon;R$ 1.500,00
HL1018;1;Porto Alegre;17/04/2012;Xiaomi;R$ 1.200,00
HL1005;2;Sao Paulo;18/04/2012;Canon;R$ 1.500,00
HL1018;3;Recife;18/04/2012;Xiaomi;R$ 1.200,00
HL1010;2;Rio de Janeiro;18/04/2012;Apple;R$ 1.900,00
HL1009;1;Sao Paulo;18/04/2012;Motorola;R$ 1.400,00
HL1007;1;Sao Paulo;18/04/2012;Dell;R$ 2.300,00
HL1015;5;Recife;18/04/2012;Sony;R$ 700,00
HL1004;4;Goiania;18/04/2012;Apple;R$ 1.750,00
HL1018;3;Sao Paulo;18/04/2012;Xiaomi;R$ 1.200,00
HL1012;4;Salvador;19/04/2012;Dell;R$ 5.500,00
HL1005;3;Recife;19/04/2012;Canon;R$ 1.500,00
HL1024;5;Guarulhos;19/04/2012;Acer;R$ 2.400,00
HL1013;4;Salvador;19/04/2012;Nikon;R$ 1.550,00
HL1013;2;Fortaleza;19/04/2012;Nikon;R$ 1.550,00
HL1004;2;Salvador;19/04/2012;Apple;R$ 1.750,00
HL1009;5;Sao Paulo;19/04/2012;Motorola;R$ 1.400,00
HL1009;5;Belo Horizonte;19/04/2012;Motorola;R$ 1.400,00
HL1015;5;Guarulhos;19/04/2012;Sony;R$ 700,00
HL1002;2;Sao Paulo;19/04/2012;Apple;R$ 2.500,00
HL1009;5;Sao Paulo;19/04/2012;Motorola;R$ 1.400,00
HL1020;3;Salvador;19/04/2012;Motorola;R$ 1.500,00
HL1005;3;Sao Paulo;19/04/2012;Canon;R$ 1.500,00
HL1024;5;Guarulhos;19/04/2012;Acer;R$ 2.400,00
HL1005;4;Salvador;19/04/2012;Canon;R$ 1.500,00
HL1010;5;Porto Alegre;19/04/2012;Apple;R$ 1.900,00
HL1013;2;Goiania;20/04/2012;Nikon;R$ 1.550,00
HL1013;3;Fortaleza;20/04/2012;Nikon;R$ 1.550,00
HL1002;3;Fortaleza;20/04/2012;Apple;R$ 2.500,00
HL1008;4;Fortaleza;20/04/2012;Philco;R$ 2.000,00
HL1002;1;Sao Paulo;20/04/2012;Apple;R$ 2.500,00
HL1005;5;Curitiba;20/04/2012;Canon;R$ 1.500,00
HL1019;5;Sao Paulo;20/04/2012;Apple;R$ 6.500,00
HL1007;5;Rio de Janeiro;20/04/2012;Dell;R$ 2.300,00
HL1008;5;Fortaleza;20/04/2012;Philco;R$ 2.000,00
HL1024;5;Goiania;21/04/2012;Acer;R$ 2.400,00
HL1002;1;Sao Paulo;21/04/2012;Apple;R$ 2.500,00
HL1005;1;Niteroi;21/04/2012;Canon;R$ 1.500,00
HL1019;4;Belo Horizonte;21/04/2012;Apple;R$ 6.500,00
HL1005;3;Campinas;21/04/2012;Canon;R$ 1.500,00
HL1013;4;Belo Horizonte;22/04/2012;Nikon;R$ 1.550,00
HL1015;2;Sao Paulo;22/04/2012;Sony;R$ 700,00
HL1018;1;Belo Horizonte;22/04/2012;Xiaomi;R$ 1.200,00
HL1005;3;Rio de Janeiro;22/04/2012;Canon;R$ 1.500,00
HL1019;3;Sao Paulo;22/04/2012;Apple;R$ 6.500,00
HL1008;1;Salvador;22/04/2012;Philco;R$ 2.000,00
HL1013;3;Porto Alegre;22/04/2012;Nikon;R$ 1.550,00
HL1019;3;Sao Paulo;22/04/2012;Apple;R$ 6.500,00
HL1005;3;Sao Paulo;22/04/2012;Canon;R$ 1.500,00
HL1024;4;Rio de Janeiro;23/04/2012;Acer;R$ 2.400,00
HL1013;2;Curitiba;23/04/2012;Nikon;R$ 1.550,00
HL1004;5;Sao Paulo;23/04/2012;Apple;R$ 1.750,00
HL1009;5;Recife;23/04/2012;Motorola;R$ 1.400,00
HL1008;3;Recife;23/04/2012;Philco;R$ 2.000,00
HL1018;3;Fortaleza;23/04/2012;Xiaomi;R$ 1.200,00
HL1024;5;Salvador;23/04/2012;Acer;R$ 2.400,00
HL1002;5;Belo Horizonte;23/04/2012;Apple;R$ 2.500,00
HL1019;5;Sao Paulo;23/04/2012;Apple;R$ 6.500,00
HL1005;1;Curitiba;23/04/2012;Canon;R$ 1.500,00
HL1009;5;Fortaleza;24/04/2012;Motorola;R$ 1.400,00
HL1015;5;Campinas;24/04/2012;Sony;R$ 700,00
HL1004;1;Salvador;24/04/2012;Apple;R$ 1.750,00
HL1005;2;Salvador;24/04/2012;Canon;R$ 1.500,00
HL1024;2;Fortaleza;24/04/2012;Acer;R$ 2.400,00
HL1018;1;Sao Paulo;24/04/2012;Xiaomi;R$ 1.200,00
HL1018;3;Sao Paulo;24/04/2012;Xiaomi;R$ 1.200,00
HL1007;1;Porto Alegre;25/04/2012;Dell;R$ 2.300,00
HL1009;1;Salvador;25/04/2012;Motorola;R$ 1.400,00
HL1018;3;Rio de Janeiro;25/04/2012;Xiaomi;R$ 1.200,00
HL1007;5;Rio de Janeiro;25/04/2012;Dell;R$ 2.300,00
HL1015;4;Salvador;25/04/2012;Sony;R$ 700,00
HL1015;1;Rio de Janeiro;25/04/2012;Sony;R$ 700,00
HL1018;5;Sao Paulo;25/04/2012;Xiaomi;R$ 1.200,00
HL1018;3;Rio de Janeiro;26/04/2012;Xiaomi;R$ 1.200,00
HL1019;3;Goiania;26/04/2012;Apple;R$ 6.500,00
HL1015;1;Sao Paulo;26/04/2012;Sony;R$ 700,00
HL1008;3;Fortaleza;26/04/2012;Philco;R$ 2.000,00
HL1005;4;Sao Paulo;26/04/2012;Canon;R$ 1.500,00
HL1015;2;Porto Alegre;27/04/2012;Sony;R$ 700,00
HL1005;3;Salvador;27/04/2012;Canon;R$ 1.500,00
HL1002;4;Recife;27/04/2012;Apple;R$ 2.500,00
HL1015;5;Sao Paulo;27/04/2012;Sony;R$ 700,00
HL1005;4;Rio de Janeiro;27/04/2012;Canon;R$ 1.500,00
HL1002;3;Nova Iguacu;27/04/2012;Apple;R$ 2.500,00
HL1015;5;Salvador;28/04/2012;Sony;R$ 700,00
HL1018;5;Fortaleza;28/04/2012;Xiaomi;R$ 1.200,00
HL1009;5;Porto Alegre;28/04/2012;Motorola;R$ 1.400,00
HL1019;2;Rio de Janeiro;28/04/2012;Apple;R$ 6.500,00
HL1012;2;Rio de Janeiro;28/04/2012;Dell;R$ 5.500,00
HL1008;2;Nova Iguacu;29/04/2012;Philco;R$ 2.000,00
HL1013;3;Nova Iguacu;29/04/2012;Nikon;R$ 1.550,00
HL1005;1;Fortaleza;29/04/2012;Canon;R$ 1.500,00
HL1019;3;Salvador;29/04/2012;Apple;R$ 6.500,00
HL1015;3;Porto Alegre;29/04/2012;Sony;R$ 700,00
HL1005;3;Sao Paulo;29/04/2012;Canon;R$ 1.500,00
HL1020;3;Sao Paulo;29/04/2012;Motorola;R$ 1.500,00
HL1013;3;Rio de Janeiro;29/04/2012;Nikon;R$ 1.550,00
HL1002;3;Sao Paulo;30/04/2012;Apple;R$ 2.500,00
HL1008;4;Salvador;30/04/2012;Philco;R$ 2.000,00
HL1015;2;Rio de Janeiro;30/04/2012;Sony;R$ 700,00
HL1008;4;Porto Alegre;01/05/2012;Philco;R$ 2.000,00
HL1005;3;Campinas;01/05/2012;Canon;R$ 1.500,00
HL1012;4;Guarulhos;01/05/2012;Dell;R$ 5.500,00
HL1012;3;Campinas;01/05/2012;Dell;R$ 5.500,00
HL1008;4;Rio de Janeiro;01/05/2012;Philco;R$ 2.000,00
HL1015;3;Recife;01/05/2012;Sony;R$ 700,00
HL1007;2;Porto Alegre;01/05/2012;Dell;R$ 2.300,00
HL1024;2;Sao Paulo;01/05/2012;Acer;R$ 2.400,00
HL1004;1;Salvador;01/05/2012;Apple;R$ 1.750,00
HL1013;4;Nova Iguacu;02/05/2012;Nikon;R$ 1.550,00
HL1008;4;Fortaleza;02/05/2012;Philco;R$ 2.000,00
HL1015;3;Rio de Janeiro;02/05/2012;Sony;R$ 700,00
HL1005;5;Sao Paulo;02/05/2012;Canon;R$ 1.500,00
HL1007;4;Salvador;03/05/2012;Dell;R$ 2.300,00
HL1005;4;Guarulhos;03/05/2012;Canon;R$ 1.500,00
HL1015;5;Salvador;03/05/2012;Sony;R$ 700,00
HL1007;3;Guarulhos;03/05/2012;Dell;R$ 2.300,00
HL1007;1;Porto Alegre;03/05/2012;Dell;R$ 2.300,00
HL1009;3;Salvador;03/05/2012;Motorola;R$ 1.400,00
HL1008;3;Belo Horizonte;03/05/2012;Philco;R$ 2.000,00
